databaseName;institutionID;projectSource;projectUpdate;datasetName;dataProvider;rightsHolder;license;accessRights;collection;references;referencesDOI;occurrenceID;verbatimOccurrenceID;modified;identificationVerificationStatus;pollinatorTaxa;verbatimScientificName;verbatimScientificNameAuthorship;verbatimFamily;verbatimGenus;verbatimSubgenus;verbatimSpecificEpithet;verbatimInfraspecificEpithet;scientificNameAuthorship;order;family;subfamily;tribe;genus;subgenus;specificEpithet;infraspecificEpithet;scientificName;individualCountEnd;individualCountStart;sex;recordedBy;identifiedBy;validatedBy;dateIdentified;taxonNote;verbatimEventDate;eventDate;yearEnd;monthEnd;dayEnd;yearStart;monthStart;dayStart;plantFamily;plantGenus;plantEpithet;plantScientificName;samplingProtocol;samplingNote;country;county;municipality;locality;decimalLatitude;decimalLongitude;coordinateUncertaintyInMetersEnd;coordinateUncertaintyInMetersStart;verbatimCoordinates;coordinatesType;coordinatesProvided;georeferenceNote;verbatimElevation;fieldNote;footPrintWKT;stateProvince;geometry;FILE_NAME
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;GBIF_Switzerlands_2023;Christophe Praz;GBIF;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";GBIF_bees_SZ_RL_264675;"";"";OK;bee;"";"";Apidae;Nomada;"";"";"";(Kirby, 1802);Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;"";marshamella;"";Nomada marshamella;1;"";F;Mller Andreas;Mller Andreas;"";"";"";20210610;2021-6-10;2021;6;10;"";"";"";"";"";"";"";"";"";Switzerland;Switzerland;"";"";46.594;9.55941;3535;"";"";"";provided;"";"";"";-33698.188346263|-379813.856418397;Switzerland;4287203.59496183|2609062.04783302;GBIF_Switzerlands_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;GBIF_Switzerlands_2023;Christophe Praz;GBIF;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";GBIF_bees_SZ_RL_60117;"";"";OK;bee;"";"";Apidae;Nomada;"";"";"";(Linnaeus, 1758);Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;"";ruficornis;"";Nomada ruficornis;1;"";F;Haider Mare;Haider Mare;"";"";"";20140330;2014-3-30;2014;3;30;"";"";"";"";"";"";"";"";"";Switzerland;Switzerland;"";"";47.42292;7.73681;3535;"";"";"";provided;"";"";"";-170289.31436714|-284982.983282093;Switzerland;4150142.78474679|2703645.82928903;GBIF_Switzerlands_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;GBIF_Switzerlands_2023;Christophe Praz;GBIF;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";GBIF_bees_SZ_RL_113957;"";"";OK;bee;"";"";Megachilidae;Osmia;"";"";"";Panzer, 1799;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia;aurulenta;"";Osmia aurulenta;1;"";M;ArtmannGraf Georg;ArtmannGraf Georg;"";"";"";20110329;2011-3-29;2011;3;29;"";"";"";"";"";"";"";"";"";Switzerland;Switzerland;"";"";47.28801;7.73606;3535;"";"";"";provided;"";"";"";-170799.121936753|-300012.351055378;Switzerland;4149642.23308994|2688665.11798031;GBIF_Switzerlands_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;GBIF_Switzerlands_2023;Christophe Praz;GBIF;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";GBIF_bees_SZ_RL_113995;"";"";OK;bee;"";"";Megachilidae;Osmia;"";"";"";(Schrank, 1781);Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Neosmia;bicolor;"";Osmia bicolor;1;"";M;ArtmannGraf Georg;ArtmannGraf Georg;"";"";"";20070330;2007-3-30;2007;3;30;"";"";"";"";"";"";"";"";"";Switzerland;Switzerland;"";"";47.37753;7.86897;3535;"";"";"";provided;"";"";"";-160491.542378893|-290331.630187909;Switzerland;4159976.1469421|2698308.68434116;GBIF_Switzerlands_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;GBIF_Switzerlands_2023;Christophe Praz;GBIF;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";GBIF_bees_SZ_RL_79847;"";"";OK;bee;"";"";Megachilidae;Osmia;"";"";"";(Linnaeus, 1758);Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia;caerulescens;"";Osmia caerulescens;1;"";F;Frst Julia;Herrmann Mike;"";"";"";20190627;2019-6-27;2019;6;27;"";"";"";"";"";"";"";window trap;"";Switzerland;Switzerland;"";"";47.10849;7.47157;3535;"";"";"";provided;"";"";"";-191419.637785347|-319371.413536775;Switzerland;4128972.82631105|2669379.40172432;GBIF_Switzerlands_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;GBIF_Switzerlands_2023;Christophe Praz;GBIF;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";GBIF_bees_SZ_RL_181769;"";"";OK;bee;"";"";Megachilidae;Osmia;"";"";"";Latreille, 1811;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Allosmia;rufohirta;"";Osmia rufohirta;1;"";M;Jacob Baptiste Jacques;NeumeyerFunk Rainer;"";"";"";19130422;1913-4-22;1913;4;22;"";"";"";"";"";"";"";"";"";Switzerland;Switzerland;"";"";46.99013;6.86679;2500;"";"";"";provided;"";"";"";-237731.903986131|-330822.65364295;Switzerland;4082532.64053956|2657995.32504857;GBIF_Switzerlands_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;GBIF_Switzerlands_2023;Christophe Praz;GBIF;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";GBIF_bees_SZ_RL_7298;"";"";OK;bee;"";"";Megachilidae;Osmia;"";"";"";Kirby, 1802;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Melanosmia;xanthomelana;"";Osmia xanthomelana;1;"";M;Bur Markus;Mller Andreas;"";"";"";20200507;2020-5-7;2020;5;7;"";"";"";"";"";"";"";"";"";Switzerland;Switzerland;"";"";46.65869;7.53662;3535;"";"";"";provided;"";"";"";-188140.644448097|-369620.833262208;Switzerland;4132309.17844023|2619276.14339746;GBIF_Switzerlands_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;GBIF_Switzerlands_2023;Christophe Praz;GBIF;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";GBIF_bees_SZ_RL_288948;"";"";OK;bee;"";"";Megachilidae;Stelis;"";"";"";(Latreille, 1809);Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;Stelidomorpha;nasuta;"";Stelis nasuta;1;"";F;Bucher Paul;Amiet Felix;"";"";"";19500528;1950-5-28;1950;5;28;"";"";"";"";"";"";"";"";"";Switzerland;Switzerland;"";"";46.36568;8.19103;250;"";"";"";provided;"";"";"";-138957.648833706|-403664.130330286;Switzerland;4181659.42460224|2585304.05588448;GBIF_Switzerlands_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;GBIF_Switzerlands_2023;Christophe Praz;GBIF;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";GBIF_bees_SZ_RL_402304;"";"";OK;bee;"";"";Megachilidae;Trachusa;"";"";"";(Panzer, 1798);Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Trachusa;Trachusa;byssina;"";Trachusa byssina;1;"";F;Amiet Felix;Amiet Felix;"";"";"";20050805;2005-8-5;2005;8;5;"";"";"";"";"";"";"";"";"";Switzerland;Switzerland;"";"";46.34366;7.66595;3535;"";"";"";provided;"";"";"";-179356.814763915|-405001.850561477;Switzerland;4141153.41324642|2583987.19849906;GBIF_Switzerlands_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_362724;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";Brullé, 1832;Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena;morio;"";Andrena morio;1;"";"";"";"";"";"";"";19890000;1989-NA-NA;1989;"";"";"";"";"";"";"";"";"";"";"";Albania;Albania;"";"";42.08297;19.41621;"";"";"";"";provided;"";"";"";780940.268905674|-831562.289948412;Albania;5100604.97763822|2157526.55510867;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_261890;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";(Fabricius, 1775);Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Charitandrena;hattorfiana;"";Andrena hattorfiana;1;"";"";"";"";"";"";"";19890000;1989-NA-NA;1989;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";48.24961;16.74956;"";"";"";"";provided;"";"";"";498973.837428767|-172917.413100344;Austria;4821685.59953753|2815806.74426;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_689620;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1758);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus;hypnorum;"";Bombus hypnorum;1;"";"";"";"";"";"";"";20080000;2008-NA-NA;2008;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";46.823889;12.76;"";"";"";"";provided;"";"";"";210108.997776092|-350443.141059693;Austria;4531742.01173778|2638412.33970561;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_728801;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1758);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Melanobombus;lapidarius;"";Bombus lapidarius;1;"";"";"";"";"";"";"";20090000;2009-NA-NA;2009;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";48.926278;15.035861;"";"";"";"";provided;"";"";"";367447.418115715|-107531.842868334;Austria;4689807.55236282|2880729.68872305;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_786465;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1761);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Bombus;lucorum;"";Bombus lucorum;1;"";"";"";"";"";"";"";19990000;1999-NA-NA;1999;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";47.255278;11.402778;"";"";"";"";provided;"";"";"";105908.254225816|-305246.499034262;Austria;4427254.69493846|2683416.34268126;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_863806;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;1;"";"";"";"";"";"";"";20030000;2003-NA-NA;2003;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";46.960232;13.253909;"";"";"";"";provided;"";"";"";247028.631703249|-333761.285753719;Austria;4568787.8748775|2655072.55453654;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_865955;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;1;"";"";"";"";"";"";"";19900000;1990-NA-NA;1990;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";48.191667;14.173611;"";"";"";"";provided;"";"";"";309158.022222932|-193229.832341264;Austria;4631261.27193143|2795228.47142722;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_1034098;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Fabricius, 1777);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Kallobombus;soroeensis;"";Bombus soroeensis;2;"";"";"";"";"";"";"";20060000;2006-NA-NA;2006;"";"";"";"";"";"";"";"";"";"";"";Austria;Austria;"";"";47.995722;15.955389;"";"";"";"";provided;"";"";"";442638.691402681|-206115.863790627;Austria;4765145.69194029|2782591.96191755;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;Holger Dathe;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_1250777;"";"";OK;bee;"";"";Colletidae;Hylaeus;"";"";"";Förster, 1871;Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera;gredleri;"";Hylaeus gredleri;1;"";M;Gusenleitner J;"";"";"";"";"2002/6/30;NA/NA/NA";2002-6-30;2002;6;30;"";"";"";"";"";"";"";"";"";Austria;Austria;"";Gstocket N Alkoven;48.3;14.11667;10000;"";"";"";provided;"";"";"";304282.102632228|-181396.051082187;Austria;4626378.80179509|2807016.29400622;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_75665;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";(Kirby, 1802);Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Notandrena;chrysosceles;"";Andrena chrysosceles;1;"";"";"";"";"";"";"";20160000;2016-NA-NA;2016;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.83106;5.03484;"";"";"";"";provided;"";"";"";-348242.832728484|104315.103850123;Belgium;3971492.09783409|3091811.82642202;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_201713;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";(Müller, 1766);Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Andrena;fulva;"";Andrena fulva;1;"";"";"";"";"";"";"";20170000;2017-NA-NA;2017;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";51.16816;3.276043;"";"";"";"";provided;"";"";"";-467946.715128976|151405.690966946;Belgium;3851462.32794664|3139068.48692315;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_199664;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";(Müller, 1766);Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Andrena;fulva;"";Andrena fulva;1;"";"";"";"";"";"";"";19680000;1968-NA-NA;1968;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.56033083;4.68584011;"";"";"";"";provided;"";"";"";-374819.169445107|75836.0177962868;Belgium;3944805.0552022|3063488.27797348;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_237813;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";(Fabricius, 1781);Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Trachandrena;haemorrhoa;"";Andrena haemorrhoa;2;"";"";"";"";"";"";"";20170000;2017-NA-NA;2017;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.8812;5.393887;"";"";"";"";provided;"";"";"";-322749.812326453|108298.087488602;Belgium;3997074.88009711|3095727.02001659;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_236714;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";(Fabricius, 1781);Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Trachandrena;haemorrhoa;"";Andrena haemorrhoa;1;"";"";"";"";"";"";"";20140000;2014-NA-NA;2014;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.47026;4.8812904;"";"";"";"";provided;"";"";"";-361740.586188606|64844.0788348916;Belgium;3957921.12646859|3052504.08535793;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_387204;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";(Müller, 1776);Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena;nitida;"";Andrena nitida;1;"";"";"";"";"";"";"";20150000;2015-NA-NA;2015;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.74228;4.340555;"";"";"";"";provided;"";"";"";-397598.079250658|97874.9605015984;Belgium;3921967.51332597|3085508.85506749;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_525141;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";Panzer, 1799;Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena;vaga;"";Andrena vaga;1;"";"";"";"";"";"";"";20150000;2015-NA-NA;2015;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.72224;4.306695;"";"";"";"";provided;"";"";"";-400141.857126172|95823.5141781384;Belgium;3919413.65840773|3083470.43260415;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_527513;"";"";OK;bee;"";"";Andrenidae;Andrena;"";"";"";Panzer, 1799;Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena;vaga;"";Andrena vaga;1;"";"";"";"";"";"";"";20090000;2009-NA-NA;2009;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";51.10287;3.487859;"";"";"";"";provided;"";"";"";-453874.75739214|142843.252783347;Belgium;3865563.96113685|3130489.16781541;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_562756;"";"";OK;bee;"";"";Megachilidae;Anthidiellum;"";"";"";(Panzer, 1805);Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Anthidiellum;"";strigatum;"";Anthidiellum strigatum;2;"";"";"";"";"";"";"";20110000;2011-NA-NA;2011;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.3476581;4.30018186;"";"";"";"";provided;"";"";"";-403771.098212881|54152.3042721066;Belgium;3915743.15885857|3041944.98118635;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_648755;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1761);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Megabombus;hortorum;"";Bombus hortorum;1;"";"";"";"";"";"";"";18950000;1895-NA-NA;1895;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.56847208;5.688745339;"";"";"";"";provided;"";"";"";-304116.756473569|72208.4944330908;Belgium;4015749.03883681|3059725.89441881;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_732876;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1758);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Melanobombus;lapidarius;"";Bombus lapidarius;20;"";"";"";"";"";"";"";20130000;2013-NA-NA;2013;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.80012;4.86037;"";"";"";"";provided;"";"";"";-360697.213854651|101691.797318964;Belgium;3958993.70832664|3089225.20344211;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_733557;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Linnaeus, 1758);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Melanobombus;lapidarius;"";Bombus lapidarius;1;"";"";"";"";"";"";"";20160000;2016-NA-NA;2016;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";50.8507;4.942656;"";"";"";"";provided;"";"";"";-354551.059199024|106934.747461791;Belgium;3965164.8322736|3094436.73138459;MarshallL_ULBSTEPPlus_2023_test.csv
European Bee DataBase;Laboratory of Zoology, University of Mons (UMONS);PULSE | SAFEGUARD;2024;MarshallL_ULBSTEPPlus_2023;ULB;UMONS_BDFGM;Embargoed data: access restricted until the submission and acceptance of the related data paper, after which the data will be released under http://creativecommons.org/licenses/by/4.0/.;Member of work package 5 of the WildPosh project;"";"";"";ULB_RL_873903;"";"";OK;bee;"";"";Apidae;Bombus;"";"";"";(Scopoli, 1763);Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus;pascuorum;"";Bombus pascuorum;1;"";"";"";"";"";"";"";20120000;2012-NA-NA;2012;"";"";"";"";"";"";"";"";"";"";"";Belgium;Belgium;"";"";49.57912;5.546916;"";"";"";"";provided;"";"";"";-320657.931685244|-37476.6645864018;Belgium;3999123.84476709|2950459.78985029;MarshallL_ULBSTEPPlus_2023_test.csv
