order;family;subfamily;tribe;genus;subgenus;specificEpithet;scientificName;scientificNameAuthorship
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;cyprius;Colletes cyprius;Noskiewicz, 1936
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;daviesanus;Colletes daviesanus;Smith, 1846
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;dimidiatus;Colletes dimidiatus;Brullé, 1840
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;dinizi;Colletes dinizi;Kuhlmann, Ortiz & Ornosa, 2001
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;dusmeti;Colletes dusmeti;Noskiewicz, 1936
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;eous;Colletes eous;Morice, 1904
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;escalerai;Colletes escalerai;Noskiewicz, 1936
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;floralis;Colletes floralis;Eversmann, 1852
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;fodiens;Colletes fodiens;(Geoffroy, 1785)
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;foveolaris;Colletes foveolaris;Pérez, 1903
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;gallicus;Colletes gallicus;Radoszkowski, 1891
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;graeffei;Colletes graeffei;Alfken, 1900
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;halophilus;Colletes halophilus;Verhoeff, 1943
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;hederae;Colletes hederae;Schmidt & Westrich, 1993
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;hethiticus;Colletes hethiticus;Warncke, 1978
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;hylaeiformis;Colletes hylaeiformis;Eversmann, 1852
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;impunctatus;Colletes impunctatus;Nylander, 1852
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;inexpectatus;Colletes inexpectatus;Noskiewicz, 1936
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;intricans;Colletes intricans;Spinola, 1838
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;jansmiti;Colletes jansmiti;Kuhlmann, 2018
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;kozlovi;Colletes kozlovi;Friese, 1913
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;ligatus;Colletes ligatus;Erichson, 1835
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;maidli;Colletes maidli;Noskiewicz, 1936
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;marginatus;Colletes marginatus;Smith, 1846
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;merceti;Colletes merceti;Noskiewicz, 1936
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;meyeri;Colletes meyeri;Noskiewicz, 1936
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;mlokossewiczi;Colletes mlokossewiczi;Radoszkowski, 1891
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;moricei;Colletes moricei;Saunders, 1904
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;nasutus;Colletes nasutus;Smith, 1853
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;nigricans;Colletes nigricans;Gistel, 1857
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;noskiewiczi ;Colletes noskiewiczi;Cockerell, 1942
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;pannonicus;Colletes pannonicus;Hölzler & Mazzucco, 2011
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;perezi;Colletes perezi;Morice, 1904 
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;pulchellus;Colletes pulchellus;Pérez, 1903
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;punctatus;Colletes punctatus;Mocsáry, 1877
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;schmidi;Colletes schmidi;Noskiewicz, 1962
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;senilis;Colletes senilis;(Eversmann, 1852)
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;sidemii;Colletes sidemii;Radoszkowski, 1891 
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;sierrensis;Colletes sierrensis;Frey-Gessner, 1903
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;similis;Colletes similis;Schenck, 1853
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;squamulosus;Colletes squamulosus;Noskiewicz, 1936 
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;standfussi;Colletes standfussi;Kuhlmann, 2003
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;subnitens;Colletes subnitens;Noskiewicz, 1936
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;succinctus;Colletes succinctus;(Linnaeus, 1758)
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;tardus;Colletes tardus;Noskiewicz, 1936
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;tuberculatus;Colletes tuberculatus;Morawitz, 1894
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;tuberculiger;Colletes tuberculiger;Noskiewicz, 1936
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;wacki;Colletes wacki;Kuhlmann, 2002
Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;;wolfi;Colletes wolfi;Kuhlmann, 1999
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;absolutus;Hylaeus absolutus;(Gribodo, 1894)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;adriaticus;Hylaeus adriaticus;(Warncke, 1972)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Spatulariella ;alpinus;Hylaeus alpinus;(Morawitz, 1867)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;angustatus;Hylaeus angustatus;(Schenck, 1861)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Lambdopsis ;annularis;Hylaeus annularis;(Kirby, 1802)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;annulatus;Hylaeus annulatus;(Linnaeus, 1758)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Paraprosopis ;ater;Hylaeus ater;(Saunders, 1903)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Paraprosopis ;azorae;Hylaeus azorae;(Warncke, 1992)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;biarmicus;Hylaeus biarmicus;(Warncke, 1992)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Koptogaster ;bifasciatus;Hylaeus bifasciatus;(Jurine, 1807)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;brachycephalus;Hylaeus brachycephalus;(Morawitz, 1868)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;brevicornis;Hylaeus brevicornis;Nylander, 1852
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Paraprosopis ;canariensis;Hylaeus canariensis;Erlandsson, 1983
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;cardioscapus;Hylaeus cardioscapus;Cockerell, 1924
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Paraprosopis ;clypearis;Hylaeus clypearis;(Schenck, 1853)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;communis;Hylaeus communis;Nylander, 1852
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;conformis;Hylaeus conformis;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;confusus;Hylaeus confusus;Nylander, 1852
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;convergens;Hylaeus convergens;Dathe, 2000
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;coriaceus;Hylaeus coriaceus;(Pérez, 1895)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Abrupta;cornutus;Hylaeus cornutus;Curtis, 1831
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Lambdopsis ;crassanus;Hylaeus crassanus;(Warncke, 1972)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Spatulariella ;cypricola;Hylaeus cypricola;(Warncke, 1972)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;deceptorius;Hylaeus deceptorius;(Benoist, 1860)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Spatulariella ;decipiens;Hylaeus decipiens;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Patagiata;difformis;Hylaeus difformis;(Eversmann, 1852)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Lambdopsis ;dilatatus;Hylaeus dilatatus;(Kirby, 1802) 
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;duckei;Hylaeus duckei;(Alfken, 1904)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Lambdopsis ;euryscapus;Hylaeus euryscapus;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Mehelyana ;friesei;Hylaeus friesei;(Alfken, 1904)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;garrulus;Hylaeus garrulus;(Warncke, 1981)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;gazagnairei;Hylaeus gazagnairei;(Vachal, 1891)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;gibbus;Hylaeus gibbus;Saunders, 1850
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;glacialis;Hylaeus glacialis;Morawitz, 1872
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;gracilicornis;Hylaeus gracilicornis;(Morawitz, 1867)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;gredleri;Hylaeus gredleri;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;hellenicus;Hylaeus hellenicus;Dathe, 2000
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Paraprosopis ;hohmanni;Hylaeus hohmanni;Dathe, 1993
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Spatulariella ;hyalinatus;Hylaeus hyalinatus;Smith, 1845
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Spatulariella ;hyperpunctatus;Hylaeus hyperpunctatus;(Strand, 1909)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;hyrcanius;Hylaeus hyrcanius;Dathe, 1980 
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;ibericus;Hylaeus ibericus;Dathe, 2000
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;imparilis;Hylaeus imparilis;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;incongruus;Hylaeus incongruus;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;intermedius;Hylaeus intermedius;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;kahri;Hylaeus kahri;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;koenigsmanni;Hylaeus koenigsmanni;Dathe, 1981
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;leptocephalus;Hylaeus leptocephalus;(Morawitz, 1871)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Paraprosopis ;lineolatus;Hylaeus lineolatus;(Schenck, 1861)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Spatulariella ;longimaculus;Hylaeus longimaculus;(Alfken, 1936)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Paraprosopis ;maderensis;Hylaeus maderensis;(Cockerell, 1921)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;mariannae;Hylaeus mariannae;Theunert, 2013
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;meridionalis;Hylaeus meridionalis;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Spatulariella ;moniae;Hylaeus moniae;Nobile & Tomarchio, 1998
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;nigrifacies ;Hylaeus nigrifacies;Bramson, 1879
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;nigritus;Hylaeus nigritus;(Fabricius, 1798)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;nivaliformis;Hylaeus nivaliformis;Dathe, 1977
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;nivalis;Hylaeus nivalis;(Morawitz, 1867)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;pallidicornis;Hylaeus pallidicornis;Morawitz, 1876
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;paulus;Hylaeus paulus;Bridwell, 1919
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Nesoprosopis ;pectoralis;Hylaeus pectoralis;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;penalaris;Hylaeus penalaris;Dathe, 1979
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Lambdopsis ;pfankuchi;Hylaeus pfankuchi;(Alfken, 1919)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Paraprosopis ;pictipes;Hylaeus pictipes;Nylander, 1852
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;pictus;Hylaeus pictus;(Smith, 1853)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;pilosulus;Hylaeus pilosulus;(Pérez, 1903)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Spatulariella ;punctatus;Hylaeus punctatus;(Brullé, 1832)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Koptogaster ;punctulatissimus;Hylaeus punctulatissimus;Smith, 1845
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;punctus;Hylaeus punctus;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;purpurissatus;Hylaeus purpurissatus;(Vachal, 1895)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;pyrenaicus;Hylaeus pyrenaicus;Dathe, 2000
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Lambdopsis ;rinki;Hylaeus rinki;(Gorski, 1852)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Dentigera ;rubicola;Hylaeus rubicola;Saunders, 1850
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;rugicollis;Hylaeus rugicollis;Morawitz, 1873
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;scutellaris;Hylaeus scutellaris;Morawitz, 1873
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Lambdopsis ;scutellatus;Hylaeus scutellatus;(Spinola, 1838)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;sidensis;Hylaeus sidensis;(Warncke, 1981)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;signatus;Hylaeus signatus;(Panzer, 1798)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Paraprosopis ;sinuatus;Hylaeus sinuatus;(Schenck, 1853)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Paraprosopis ;soror;Hylaeus soror;(Pérez, 1903)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Paraprosopis ;styriacus;Hylaeus styriacus;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Spatulariella ;sulphuripes;Hylaeus sulphuripes;(Gribodo, 1894)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Paraprosopis ;taeniolatus;Hylaeus taeniolatus;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;teruelus;Hylaeus teruelus;(Warncke, 1981)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;trifidus;Hylaeus trifidus;(Alfken, 1936)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;trinotatus;Hylaeus trinotatus;(Pérez, 1895)
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Hylaeus ;tyrolensis;Hylaeus tyrolensis;Förster, 1871
Hymenoptera;Colletidae;Hylaeinae;Hylaeini;Hylaeus;Prosopis ;variegatus;Hylaeus variegatus;(Fabricius, 1798)
Hymenoptera;Halictidae;Nomioidinae;Nomioidini;Ceylalictus;Ceylalictus;variegatus;Ceylalictus variegatus;(Olivier, 1789)
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Dufourea ;alpina;Dufourea alpina;Morawitz, 1865
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Dufourea ;balearica;Dufourea balearica;Ebmer, 2015
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Cyprirophites ;coeruleocephala;Dufourea coeruleocephala;Morawitz, 1872
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Cyprirophites ;cypria;Dufourea cypria;Mavromoustakis, 1952
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Halictoides ;dentiventris;Dufourea dentiventris;(Nylander, 1848)
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Dufourea ;fortunata;Dufourea fortunata;Ebmer, 1993
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Dentirophites ;gaullei;Dufourea gaullei;Vachal, 1897
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Halictoides ;graeca;Dufourea graeca;Ebmer, 1976
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Dufourea ;halictula;Dufourea halictula;(Nylander, 1852)
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Halictoides ;inermis;Dufourea inermis;(Nylander, 1848)
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Cyprirophites ;iris;Dufourea iris;Ebmer, 1987
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Glossadufourea ;longiglossa;Dufourea longiglossa;Ebmer, 1993
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Dentirophites ;lusitanica;Dufourea lusitanica;Ebmer, 1999
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Merrophites ;merceti;Dufourea merceti;Vachal, 1907
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Dufourea ;minuta;Dufourea minuta;Lepeletier, 1841
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Cephalictoides ;paradoxa;Dufourea paradoxa;(Morawitz, 1867)
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Dufourea ;similis;Dufourea similis;Friese, 1898
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Cyprirophites ;styx;Dufourea styx;Ebmer, 1976
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Dufourea ;trautmanni;Dufourea trautmanni;Dusmet, 1935
Hymenoptera;Halictidae;Rophitinae;Rophitini;Dufourea;Dufourea ;wolfi;Dufourea wolfi;Ebmer, 1989
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;adjikenticus ;Halictus adjikenticus;Blüthgen, 1923
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Platyhalictus;alfkenellus;Halictus alfkenellus;Strand, 1909
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Tytthalictus;asperulus;Halictus asperulus;Pérez, 1895
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Halictus ;brunnescens;Halictus brunnescens;(Eversmann, 1852)
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Halictus ;candiae;Halictus candiae;Ebmer, 2014
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;carinthiacus;Halictus carinthiacus;Blüthgen, 1936 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;centaureae;Halictus centaureae;Ebmer, 1985 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Hexataenites;cochlearitarsis;Halictus cochlearitarsis;(Dours, 1872) 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;compressus;Halictus compressus;(Walckenaer, 1802)
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;consobrinus;Halictus consobrinus;Pérez, 1895 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Platyhalictus;constantinensis;Halictus constantinensis;Strand, 1910
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;crenicornis;Halictus crenicornis;Blüthgen, 1923 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Argalictus;fatsensis;Halictus fatsensis;Blüthgen, 1936
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Hexataenites;frontalis;Halictus frontalis;Smith, 1853 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Hexataenites;fulvipes;Halictus fulvipes;(Klug, 1817) 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Platyhalictus;fumatipennis;Halictus fumatipennis;Blüthgen, 1923 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Platyhalictus;graecus;Halictus graecus;Blüthgen, 1933 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;grossellus;Halictus grossellus;Ebmer, 1978 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;gruenwaldti;Halictus gruenwaldti;Ebmer, 1975 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Platyhalictus;holomelaenus;Halictus holomelaenus;Blüthgen, 1936 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Platyhalictus;jaramielicus;Halictus jaramielicus;Blüthgen, 1923 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;langobardicus;Halictus langobardicus;Blüthgen, 1944 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Argalictus;luganicus;Halictus luganicus;Blüthgen, 1936 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Platyhalictus;lussinicus;Halictus lussinicus;Blüthgen, 1936 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Tytthalictus;maculatus;Halictus maculatus;Smith, 1848 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Platyhalictus;mediterranellus;Halictus mediterranellus;Strand, 1909 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Platyhalictus;minor;Halictus minor;Morawitz, 1876
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;nicosiae;Halictus nicosiae;Blüthgen, 1923 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Acalcaripes;patellatus;Halictus patellatus;Morawitz, 1873
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;pentheri;Halictus pentheri;Blüthgen, 1923 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;ponticus;Halictus ponticus;Blüthgen, 1836 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;pseudotetrazonius;Halictus pseudotetrazonius;Strand, 1921 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;pyrenaeus;Halictus pyrenaeus;Pérez, 1903 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Halictus ;quadricinctus;Halictus quadricinctus;(Fabricius, 1777)
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;quadripartitus;Halictus quadripartitus;Blüthgen, 1923 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Hexataenites;resurgens;Halictus resurgens;Nurse, 1903 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;rossicus;Halictus rossicus;Ebmer, 1978 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Protohalictus;rubicundus;Halictus rubicundus;(Christ, 1791)
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Halictus ;rufipes;Halictus rufipes;(Fabricius, 1793)
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;sajoi;Halictus sajoi;Blüthgen, 1923
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Hexataenites;scabiosae;Halictus scabiosae;(Rossi, 1790)
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Argalictus;senilis;Halictus senilis;(Eversmann, 1852) 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Hexataenites;sexcinctus;Halictus sexcinctus;(Fabricius, 1775)
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;simplex;Halictus simplex;Blüthgen, 1923
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Argalictus;subsenilis;Halictus subsenilis;Blüthgen, 1955
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;tetrazonianellus ;Halictus tetrazonianellus;Strand, 1909 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis;tetrazonius;Halictus tetrazonius;(Klug, 1817) 
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Tytthalictus;toparensis;Halictus toparensis;Pauly & Ortiz-Sánchez, 2017
Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Platyhalictus;tridivisus;Halictus tridivisus;Blüthgen, 1923 
Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum;acephaloides;Lasioglossum acephaloides;(Blüthgen, 1931)
Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Leuchalictus;aegyptiellum;Lasioglossum aegyptiellum;(Strand, 1909)
Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus ;aeratum;Lasioglossum aeratum;(Kirby, 1802)
Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus ;akroundicum;Lasioglossum akroundicum;(Blüthgen, 1937)
Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra ;albipes;Lasioglossum albipes;(Fabricius, 1781)
