order;family;subfamily;tribe;genus;subgenus;specificEpithet;scientificName;scientificNameAuthorship
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Notandrena ;juliana;Andrena juliana;Wood, 2021
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Chlorandrena ;kamarti;Andrena kamarti;Schmiedeknecht, 1900
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Simandrena ;kocoureki;Andrena kocoureki;Wood, 2021
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena ;korleviciana;Andrena korleviciana;Friese, 1887
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Euandrena ;kornosica;Andrena kornosica;Mavromoustakis, 1954
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Ulandrena;kriechbaumeri;Andrena kriechbaumeri;Schmiedeknecht, 1883
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Holandrena ;labialis;Andrena labialis;(Kirby, 1802)
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Poecilandrena ;labiata;Andrena labiata;Fabricius, 1781
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Holandrena ;labiatula;Andrena labiatula;Osytshnjuk, 1993
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Taeniandrena;laevicorpus;Andrena laevicorpus;Wood, 2023
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Biareolina ;lagopus;Andrena lagopus;Latreille, 1809
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Aciandrena;lamiana;Andrena lamiana;Warncke, 1965
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Notandrena ;langadensis;Andrena langadensis;Warncke, 1965
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Andrena ;lapponica;Andrena lapponica;Zetterstedt, 1838
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Parandrena ;larisana;Andrena larisana;Warncke, 1965
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;lateralis;Andrena lateralis;Morawitz, 1876
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Taeniandrena ;lathyri;Andrena lathyri;Alfken, 1899
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Ulandrena;laurivora;Andrena laurivora;Warncke, 1974
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Euandrena ;lavandulae;Andrena lavandulae;Pérez, 1902
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;lecana;Andrena lecana;Wood, 2023
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Simandrena ;lepida;Andrena lepida;Schenck, 1861
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Leucandrena ;leptopyga;Andrena leptopyga;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Chlorandrena ;leucolippa;Andrena leucolippa;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Notandrena ;leucophaea;Andrena leucophaea;Lepeletier, 1841
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Taeniandrena ;leucopsis;Andrena leucopsis;Warncke, 1967
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Taeniandrena ;levante;Andrena levante;Wood & Praz, 2021
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Poecilandrena ;limassolica;Andrena limassolica;Mavromoustakis, 1948
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena ;limata;Andrena limata;Smith, 1853
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;limbata;Andrena limbata;Eversmann, 1852
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Brachyandrena ;limonii;Andrena limonii;Osytshnjuk, 1983
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Euandrena ;limosa;Andrena limosa;Warncke, 1969
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;lindbergella;Andrena lindbergella;Pittioni, 1950
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;lineolata;Andrena lineolata;Warncke, 1968
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Chlorandrena ;livens;Andrena livens;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;longibarbis;Andrena longibarbis;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Stenomelissa ;lonicera;Andrena lonicera;Warncke, 1973
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Taeniandrena ;lusitania;Andrena lusitania;Wood & Ortiz-Sánchez, 2022
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;macroptera;Andrena macroptera;Warncke, 1974
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Suandrena ;maderensis;Andrena maderensis;Cockerell, 1922
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena ;magna;Andrena magna;Warncke, 1965
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;magunta;Andrena magunta;Warncke, 1965
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Margandrena ;marginata;Andrena marginata;Fabricius, 1777
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;mariana;Andrena mariana;Warncke, 1968
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Truncandrena ;medeninensis;Andrena medeninensis;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;mediovittata;Andrena mediovittata;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Simandrena ;mehelyi;Andrena mehelyi;Alfken, 1936
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Avandrena;melacana;Andrena melacana;Warncke, 1967
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Chrysandrena ;merula;Andrena merula;Warncke, 1969
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena ;metallescens;Andrena metallescens;Cockerell, 1906
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Notandrena ;microthorax;Andrena microthorax;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Brachyandrena ;miegiella;Andrena miegiella;Dours, 1873
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Truncandrena ;minapalumboi;Andrena minapalumboi;Gribodo, 1894
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;minutula;Andrena minutula;(Kirby, 1802)
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;minutuloides;Andrena minutuloides;Perkins, 1914
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Leucandrena ;mistrensis;Andrena mistrensis;Grünwaldt, 2005
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Andrena ;mitis;Andrena mitis;Schmiedeknecht, 1883
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Lepidandrena ;mocsaryi;Andrena mocsaryi;Schmiedeknecht, 1884
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;monacha;Andrena monacha;Warncke, 1965
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Orandrena ;monilia;Andrena monilia;Warncke, 1967
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Euandrena ;montana;Andrena montana;Warncke, 1973
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Graecandrena ;montarca;Andrena montarca;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena ;morio;Andrena morio;Brullé, 1832
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Didonia ;mucida;Andrena mucida;Kriechbaumer, 1873
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Truncandrena ;mucronata;Andrena mucronata;Morawitz, 1871
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;murana;Andrena murana;Warncke, 1967
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;muscaria;Andrena muscaria;Warncke, 1965
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;nana;Andrena nana;(Kirby, 1802)
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;nanaeformis;Andrena nanaeformis;Noskiewicz, 1925
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;nanula;Andrena nanula;Nylander, 1848
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Hamandrena;nasuta;Andrena nasuta;Giraud, 1863
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Graecandrena ;nebularia;Andrena nebularia;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Ulandrena;neocypriaca;Andrena neocypriaca;Mavromoustakis, 1956
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Poecilandrena ;neovirida;Andrena neovirida;Grünwaldt, 2005
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Cnemidandrena ;nigriceps;Andrena nigriceps;(Kirby, 1802)
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena ;nigroaenea;Andrena nigroaenea;(Kirby, 1802)
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Chlorandrena ;nigroolivacea;Andrena nigroolivacea;Dours, 1873
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Truncandrena ;nigropilosa;Andrena nigropilosa;Warncke, 1967
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Plastandrena ;nigrospina;Andrena nigrospina;Thomson, 1872
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Notandrena ;nigroviridula;Andrena nigroviridula;Dours, 1873
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;nilotica;Andrena nilotica;Warncke, 1967
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Parandrenella ;nisoria;Andrena nisoria;Warncke, 1969
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena ;nitida;Andrena nitida;(Müller, 1776)
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena ;nitidemula;Andrena nitidemula;Scheuchl & Hazir, 2012
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Notandrena ;nitidiuscula;Andrena nitidiuscula;Schenck, 1853
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;nitidula;Andrena nitidula;Pérez, 1903
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;niveata;Andrena niveata;Friese, 1887
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Nobandrena ;nobilis;Andrena nobilis;Morawitz, 1873
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Suandrena ;notata;Andrena notata;Warncke, 1968
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Simandrena ;nucleola;Andrena nucleola;Warncke, 1973
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;numida;Andrena numida;Lepeletier, 1841
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Hoplandrena ;nuptialis;Andrena nuptialis;Pérez, 1902
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Andrena ;nycthemera;Andrena nycthemera;Imhoff, 1868
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;obsoleta;Andrena obsoleta;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;oedicnema;Andrena oedicnema;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Poecilandrena ;olympica;Andrena olympica;Grünwaldt, 2005
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;omnilaevis;Andrena omnilaevis;Wood, 2020
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Truncandrena ;optata;Andrena optata;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Orandrena ;oralis;Andrena oralis;Morawitz, 1876
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;orana;Andrena orana;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Rufandrena ;orbitalis;Andrena orbitalis;Morawitz, 1871
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Chlorandrena ;orientana;Andrena orientana;Warncke, 1965
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;ornata;Andrena ornata;Morawitz, 1866
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;ortizi;Andrena ortizi;Wood, 2023
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Taeniandrena ;ovata;Andrena ovata;Schenck, 1853
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Taeniandrena ;ovatula;Andrena ovatula;(Kirby, 1802)
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;oviventris;Andrena oviventris;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;paganettina;Andrena paganettina;Warncke, 1965
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Pallandrena ;pallidicincta;Andrena pallidicincta;Brullé, 1832
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Notandrena ;pallitarsis;Andrena pallitarsis;Pérez, 1903
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Lepidandrena ;pandellei;Andrena pandellei;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;pandosa;Andrena pandosa;Warncke, 1968
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Chlorandrena ;panurgimorpha;Andrena panurgimorpha;Mavromoustakis, 1957
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Avandrena;panurgina;Andrena panurgina;De Stefani, 1889
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Truncandrena ;paramythensis;Andrena paramythensis;Mavromoustakis, 1957
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;parata;Andrena parata;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Truncandrena ;pareklisiae;Andrena pareklisiae;Mavromoustakis, 1957
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Leucandrena ;parviceps;Andrena parviceps;Kriechbaumer, 1873
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Graecandrena ;passerina;Andrena passerina;Warncke, 1974
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Chlorandrena ;pastellensis;Andrena pastellensis;Schwenninger, 2007
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Lepidandrena ;paucisquama;Andrena paucisquama;Noskiewicz, 1924
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;pauxilla;Andrena pauxilla;Stöckhert, 1935
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Euandrena ;pelagonia;Andrena pelagonia;Wood, 2021
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Margandrena ;pellucens;Andrena pellucens;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Graecandrena ;pelopa;Andrena pelopa;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Taeniandrena ;phoenicura;Andrena phoenicura;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Euandrena ;pileata;Andrena pileata;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Plastandrena ;pilipes;Andrena pilipes;Fabricius, 1781
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;pirinia;Andrena pirinia;Wood, 2021
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Ulandrena;polita;Andrena polita;Smith, 1847
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Notandrena ;pontica;Andrena pontica;Warncke, 1972
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Suandrena ;portosanctana;Andrena portosanctana;Cockerell, 1922
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Poecilandrena ;potentillae;Andrena potentillae;Panzer, 1809
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Taeniandrena;poupillieri;Andrena poupillieri;Dours, 1872
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Andrena ;praecox;Andrena praecox;(Scopoli, 1763)
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Nobandrena ;probata;Andrena probata;Warncke, 1973
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Taeniandrena ;producta;Andrena producta;Warncke, 1973
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Simandrena ;propinqua;Andrena propinqua;Schenck, 1853
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;proxima;Andrena proxima;(Kirby, 1802)
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;pruinosa;Andrena pruinosa;Erichson, 1835
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;pusilla;Andrena pusilla;Pérez, 1903
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena ;pyropygia;Andrena pyropygia;Kriechbaumer, 1873
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena ;pyrozonata;Andrena pyrozonata;Friese, 1921
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;quadrimaculata;Andrena quadrimaculata;Friese, 1921
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;querquedula;Andrena querquedula;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;?Planiandrena;ramosa;Andrena ramosa;Wood, 2022
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Notandrena ;ranunculi;Andrena ranunculi;Schmiedeknecht, 1883
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;ranunculorum;Andrena ranunculorum;Morawitz, 1877
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;relata;Andrena relata;Warncke, 1967
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Ulandrena;resoluta;Andrena resoluta;Warncke, 1973
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Chlorandrena ;rhenana;Andrena rhenana;Stöckhert, 1930
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Simandrena ;rhypara;Andrena rhypara;Pérez, 1903
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Chlorandrena ;rhyssonota;Andrena rhyssonota;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Euandrena ;robusta;Andrena robusta;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Andrena ;rogenhoferi;Andrena rogenhoferi;Morawitz, 1872
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;roripae;Andrena roripae;Osytshnjuk, 1993
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Hoplandrena ;rosae;Andrena rosae;Panzer, 1801
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Euandrena ;roseipes;Andrena roseipes;Alfken, 1933
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Cryptandrena ;rotundata;Andrena rotundata;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Truncandrena ;rotundilabris;Andrena rotundilabris;Morawitz, 1878
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Euandrena ;rudolfae;Andrena rudolfae;Osytshnjuk, 1986
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Euandrena ;ruficrus;Andrena ruficrus;Nylander, 1848
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Lepidandrena ;rufizona;Andrena rufizona;Imhoff, 1834
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Euandrena ;rufula;Andrena rufula;Schmiedeknecht, 1883
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;rugothorace;Andrena rugothorace;Warncke, 1965
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;rugulosa;Andrena rugulosa;Stöckhert, 1935
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;rugulosella;Andrena rugulosella;Osytshnjuk, 1993
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Taeniandrena ;russula;Andrena russula;Lepeletier, 1841
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Troandrena ;saettana;Andrena saettana;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Chlorandrena ;sagittaria;Andrena sagittaria;Warncke, 1968
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;sandanskia;Andrena sandanskia;Warncke, 1973
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Lepidandrena ;sardoa;Andrena sardoa;Lepeletier, 1841
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Suandrena ;savignyi;Andrena savignyi;Spinola, 1838
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;saxonica;Andrena saxonica;Stöckhert, 1935
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Opandrena ;schencki;Andrena schencki;Morawitz, 1866
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Notandrena ;schlettereri;Andrena schlettereri;Friese, 1896
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Truncandrena ;schmiedeknechti;Andrena schmiedeknechti;Magretti, 1883
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Ulandrena;schulzi;Andrena schulzi;Strand, 1921
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Graecandrena ;schwarzi;Andrena schwarzi;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Scitandrena ;scita;Andrena scita;Eversmann, 1852
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Hoplandrena ;scotica;Andrena scotica;Perkins, 1916
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Notandrena ;semiflava;Andrena semiflava;Lebedev, 1932
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;semilaevis;Andrena semilaevis;Pérez, 1903
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;seminuda;Andrena seminuda;Friese, 1896
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Poecilandrena ;semirubra;Andrena semirubra;Morawitz, 1875
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Chlorandrena ;senecionis;Andrena senecionis;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Leucandrena ;sericata;Andrena sericata;Imhoff, 1868
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Truncandrena ;serraticornis;Andrena serraticornis;Warncke, 1965
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;incertae sedis;sibthorpi;Andrena sibthorpi;Mavromoustakis, 1952
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;sillata;Andrena sillata;Warncke, 1975
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Cnemidandrena ;simillima;Andrena simillima;Smith, 1851
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;simontornyella;Andrena simontornyella;Noskiewicz, 1939
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Euandrena ;solenopalpa;Andrena solenopalpa;Benoist, 1945
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena ;soror;Andrena soror;Dours, 1872
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Poecilandrena ;sphecodimorpha;Andrena sphecodimorpha;Hedicke, 1942
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Aciandrena;spolata;Andrena spolata;Warncke, 1968
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;spreta;Andrena spreta;Pérez, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Chlorandrena ;stabiana;Andrena stabiana;Morice, 1899
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Poecilandrena ;standfussorum;Andrena standfussorum;Scheuchl, 2010
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Notandrena ;stellaris;Andrena stellaris;Warncke, 1965
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Hamandrena;stepposa;Andrena stepposa;Osytshnjuk, 1977
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Melandrena ;stigmatica;Andrena stigmatica;Morawitz, 1895
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;stoeckhertella;Andrena stoeckhertella;Pittioni, 1948
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;strohmella;Andrena strohmella;Stöckhert, 1928
Hymenoptera;Andrenidae;Andreninae;Andrenini;Andrena;Micrandrena;subopaca;Andrena subopaca;Nylander, 1848
